产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,25,LGS421PM003,无,泡沫,"16Kg,360×180×17mm",EPS泡沫,白色,包材,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,26,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,12
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,27,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,28,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,29,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,30,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,31,LGS421SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,1,TZJD629825BH,1,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,8
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,2,BCLS129228BH,2,把手,129x22x8mm,PP&GF40,黑色,五金包,2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,3,NLPLS6022BZ,3,M6X22内六角螺丝,M6x22mm,#10,黑色,五金包,19+2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,4,GSSNZGLS5040BZ,4,ST5X38内六角过山丝,Ø5x38mm,#10,黑色,五金包,12+2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,5,NLPLS6010BZ,5,M6X10内六角螺丝,M6x10,#10,黑色,五金包,8+2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,6,ZGLS4010CZ,6,ST4X10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,4+1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,7,PTZGLS6308BZ,7,ST3.5X12平头十字自攻螺丝,ST3.5x12mm,#10,黑色,五金包,2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,8,SLPZLS6030WH,8,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,9,ZGLS3560BH,8,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,10,LNSLSD65254BZ,9,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,11,LNBS57253BZ,10,L型内六角扳手,S3,#10,镀锌,五金包,1
BOM - 复古色4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421K101S,350Dx1790Wx598Hmm,复古色,12,MS6030YS,11,6X30木榫,Ø6x30mm,木,本色,五金包,3
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,1,LGS421DB101BH,A2,LGS421-S_顶板左,895x350x12mm,PB,黑色,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,2,LGS421SHLBH,F1,LGS421-S-顶部横杆后,947x15x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,3,LGS421SHLBH,F2,LGS421-S-顶部横杆前,947x15x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,4,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,5,LGS421DB102BH,A1,LGS421-S_顶板右,895x350x12mm,PB,黑色,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,6,DD1700,R,1700-灯带,DC12V，SMD5050，1700mm,FPCB,黑泊板,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,7,DD1700,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,8,LGS421YZKBH,C2,LGS421_420-S_231_131-右中框,576x335x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,9,LGS421CBZYBH,A4,LGS421_420-S-侧板层板,386.5x335x12mm,PB,黑色,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,10,BCDB46031723BH,Z08,LGS布抽底板32.5X46,320x455x3mm,MDF&无纺布,黑色,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,11,BC460327188BH,Y06,LGS布抽46x32.5x18.7,325x460x187mm,MDF&无纺布,黑色,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,12,LGS421ZLKBH,G,LGS421_420-S-支撑框,335x198x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,13,SLHGZZ002BH,BL,325mm布抽条左,325x25x20mm,PP&GF40,黑色,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,14,SLHGZY002BH,BR,325mm布抽条右,325x25x20mm,PP&GF40,黑色,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,15,LGS421XHLBH,E,LGS421-S-底部横杆,947x15x15mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,16,LGS421ZZKBH,C1,LGS421_420-S_231_131-左中框,576x335x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,17,LGS421CBZBH,A3,LGS421-S_中间层板,947x335x12mm,PB,黑色,零件,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,18,LGS421ZYKBH,D,LGS421_420-S_231_131-左右侧框,576x335x15mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,19,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,20,LGS421ZFXBH,无,中封箱,1030×380×135mm,瓦楞纸,纸色,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,21,ZHJ5050115,无,纸护角,50×50×115mm,瓦楞纸,纸色,包材,4
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,22,LGS421ZK,无,纸卡,单瓦1000×60,瓦楞纸单瓦,纸色,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,23,LGS421PM001,无,泡沫,"16Kg,367×115×10mm",EPS泡沫,白色,包材,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,24,LGS421PM002,无,泡沫,"16Kg,350×35×30mm",EPS泡沫,白色,包材,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,25,LGS421PM003,无,泡沫,"16Kg,360×180×17mm",EPS泡沫,白色,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,26,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,12
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,27,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,28,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,29,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,30,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,31,LGS421SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,1,TZJD629825BH,1,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,8
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,2,BCLS129228BH,2,把手,129x22x8mm,PP&GF40,黑色,五金包,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,3,NLPLS6022BZ,3,M6X22内六角螺丝,M6x22mm,#10,黑色,五金包,19+2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,4,GSSNZGLS5040BZ,4,ST5X38内六角过山丝,Ø5x38mm,#10,黑色,五金包,12+2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,5,NLPLS6010BZ,5,M6X10内六角螺丝,M6x10,#10,黑色,五金包,8+2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,6,ZGLS4010CZ,6,ST4X10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,4+1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,7,PTZGLS6308BZ,7,ST3.5X12平头十字自攻螺丝,ST3.5x12mm,#10,黑色,五金包,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,8,SLPZLS6030WH,8,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,9,ZGLS3560BH,8,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,10,LNSLSD65254BZ,9,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,11,LNBS57253BZ,10,L型内六角扳手,S3,#10,镀锌,五金包,1
BOM - 烟墨黑4列2层2抽开放式带灯带电布抽电视柜-70inch,LGS421B101S,350Dx1790Wx598Hmm,黑色,12,MS6030YS,11,6X30木榫,Ø6x30mm,木,本色,五金包,3
